mmd_stat,p_value
1.330147094062761326e-03,2.736318407960198762e-01
1.813699112570121841e-03,2.338308457711442689e-01
-2.457319686283820914e-03,8.358208955223880299e-01
2.437697007590333698e-03,1.741293532338308581e-01
4.701585759718573954e-03,6.467661691542288260e-02
9.048762413210731381e-05,4.626865671641791078e-01
-2.397679950341569111e-03,8.308457711442785998e-01
2.259795651476270706e-03,1.592039800995024845e-01
-5.800179156494333910e-04,4.726368159203980235e-01
-1.671519585215275328e-03,7.213930348258706937e-01
-2.022328675781892571e-03,8.208955223880597396e-01
-1.166995078981436507e-03,6.268656716417910779e-01
-3.746414482974635973e-04,5.074626865671642006e-01
-4.768171233608953230e-04,5.621890547263681537e-01
2.174288087564812955e-03,1.840796019900497460e-01
9.658123821518760366e-04,3.034825870646766233e-01
1.211019488000619759e-03,3.333333333333333148e-01
-3.899902929447973676e-03,9.751243781094527385e-01
-2.332143167332212386e-03,8.358208955223880299e-01
-2.102106489111799092e-03,7.860696517412935069e-01
9.393934125216940600e-04,2.935323383084577076e-01
-7.062666051411703450e-04,5.621890547263681537e-01
-1.714545027834857294e-03,7.164179104477611526e-01
-6.365704054607235207e-04,5.223880597014924909e-01
2.099983644137104477e-04,4.726368159203980235e-01
-3.061106002595792575e-03,8.656716417910447214e-01
2.028270644852891991e-03,1.542288557213930267e-01
-2.052042874997050959e-03,7.313432835820895539e-01
-1.011742836258822109e-03,5.671641791044775838e-01
7.304739466140741655e-04,3.830845771144278378e-01
-2.281332534251667710e-03,7.860696517412935069e-01
3.110636325917237599e-03,1.442786069651741387e-01
3.544601769772226518e-03,1.343283582089552231e-01
-1.752112329560739923e-03,6.915422885572138911e-01
-3.855941929555850578e-04,5.223880597014924909e-01
2.015010039115194829e-03,2.238805970149253810e-01
8.379014546604501845e-04,3.184079601990049690e-01
4.873249031289716982e-05,4.328358208955223607e-01
2.208340453204726828e-03,2.089552238805970075e-01
1.727040903884091705e-03,2.736318407960198762e-01
3.539466956715031642e-03,7.462686567164178442e-02
-5.594394400547653134e-04,5.621890547263681537e-01
2.204026328188612993e-03,2.388059701492537268e-01
6.072457053919011472e-03,4.975124378109452988e-02
2.031573989268231628e-03,1.791044776119402882e-01
5.132964704160691838e-03,4.477611940298507204e-02
-4.896639215189013683e-03,9.950248756218905699e-01
-2.324500063515921866e-03,8.208955223880597396e-01
-4.607443054020388118e-03,9.850746268656715987e-01
-2.671633217667057636e-03,8.606965174129352913e-01
-2.364814504320911226e-04,4.427860696517412764e-01
-2.925538221677292938e-03,9.104477611940298143e-01
-2.759613413738648546e-04,4.776119402985074536e-01
-2.821319059826743469e-03,8.706467661691542625e-01
-1.114493509479785871e-05,4.228855721393035005e-01
5.192786109399882832e-03,4.477611940298507204e-02
-1.295362471071870303e-03,6.716417910447761708e-01
-4.299098906464182690e-03,1.000000000000000000e+00
2.198949270492800423e-03,2.686567164179104461e-01
8.344701698124401545e-03,1.492537313432835792e-02
-3.096855905286854949e-03,8.855721393034825528e-01
-1.194588299016530186e-03,6.517412935323383394e-01
1.281461325648880489e-03,3.333333333333333148e-01
-1.619103031414770300e-03,6.915422885572138911e-01
1.007189326510671279e-03,3.184079601990049690e-01
-8.200997296607948073e-04,6.019900497512438164e-01
1.101744429605977516e-03,2.935323383084577076e-01
-1.784205490507950742e-03,7.164179104477611526e-01
1.306450201450148896e-03,3.034825870646766233e-01
-9.594940953356889679e-04,6.069651741293532465e-01
-1.379872011099125828e-03,6.567164179104477695e-01
2.269519613449233475e-03,1.990049751243781195e-01
4.076373304513492002e-04,4.278606965174129306e-01
-1.501463581596640395e-03,6.666666666666666297e-01
1.364155251354803866e-03,2.189054726368159232e-01
-2.108554809945317743e-03,7.363184079601989840e-01
-1.609977879244439691e-04,4.477611940298507620e-01
4.274451806831391920e-03,1.044776119402985037e-01
-1.234501953862210399e-03,7.064676616915422924e-01
4.507370769399443589e-03,4.975124378109452988e-02
-2.171162171848983746e-05,4.626865671641791078e-01
9.063612423494404879e-04,3.383084577114428004e-01
-2.681636346046900599e-04,4.328358208955223607e-01
2.253076444723278726e-03,1.094527363184079616e-01
-5.827955197612588734e-04,5.273631840796020320e-01
-3.210174559071798939e-03,9.154228855721393554e-01
-1.553689934077340240e-03,7.014925373134328623e-01
-2.014449973651855075e-03,7.562189054726368154e-01
-3.016624273786128185e-03,8.955223880597015240e-01
7.401358547127756538e-04,3.283582089552238847e-01
1.845508604942702746e-03,2.039800995024875496e-01
-3.607932199001240292e-05,4.179104477611940149e-01
2.183939391630973503e-03,1.393034825870646809e-01
1.869026973779774892e-04,4.079601990049750992e-01
1.707864039027340297e-03,2.189054726368159232e-01
1.776922947622550097e-03,2.587064676616915304e-01
-4.647823008655294075e-03,1.000000000000000000e+00
1.602229584830805464e-03,2.189054726368159232e-01
-5.926666313753603532e-04,4.577114427860696777e-01
-1.073507546707652693e-03,6.268656716417910779e-01
8.955049791443681073e-04,2.736318407960198762e-01
3.870519258978522004e-03,7.960199004975124226e-02
-2.558882270958573457e-03,8.606965174129352913e-01
7.692888176729084648e-04,3.582089552238805763e-01
1.518014890184327115e-03,2.786069651741293618e-01
-1.154942530361191544e-03,6.616915422885571996e-01
-2.220035681639087599e-03,8.109452736318407684e-01
-3.014072501577702567e-03,8.955223880597015240e-01
2.688350503414316250e-03,1.542288557213930267e-01
3.346362282812709310e-03,9.452736318407960192e-02
-3.326747538744179167e-03,9.303482587064676457e-01
-5.025038143731119789e-04,5.820895522388059851e-01
1.355638881848975075e-03,2.786069651741293618e-01
1.578064567473447255e-03,2.985074626865671377e-01
-1.767290666505605401e-04,4.378109452736318463e-01
-3.367549668871649970e-03,9.452736318407960470e-01
-2.607298178310957226e-03,8.656716417910447214e-01
-1.377060578196420693e-03,6.368159203980099381e-01
-1.262775688915418471e-03,6.318407960199005080e-01
4.736048750500376769e-03,9.950248756218905977e-02
2.822385829021945014e-03,1.741293532338308581e-01
5.576985596493777564e-04,3.830845771144278378e-01
8.382266738162780229e-04,3.482587064676617161e-01
-2.985297548537380052e-03,8.905472636815920939e-01
2.440469224863628384e-03,2.089552238805970075e-01
-4.098460958702032642e-03,9.800995024875621686e-01
6.605161687789351532e-04,2.935323383084577076e-01
1.159578889843970728e-03,2.686567164179104461e-01
1.368680593396565115e-04,4.228855721393035005e-01
-1.698255407556192864e-03,6.865671641791044610e-01
-2.150622931258228121e-03,8.407960199004974600e-01
2.261977073038323738e-03,1.840796019900497460e-01
-1.815676667765053764e-03,7.313432835820895539e-01
1.307511694518481704e-03,2.935323383084577076e-01
3.506621162245870948e-03,1.094527363184079616e-01
4.920178391514262728e-04,4.527363184079601921e-01
-4.573737232329344593e-03,9.900497512437811398e-01
1.144312327264751517e-03,2.736318407960198762e-01
-3.422771258442924847e-03,9.353233830845770758e-01
-1.854457314169888349e-04,4.875621890547263693e-01
-3.563010929381382752e-03,9.402985074626866169e-01
-4.127780587966478620e-03,9.800995024875621686e-01
-3.270260639688160609e-03,9.253731343283582156e-01
-2.637712041297035626e-03,8.507462686567164312e-01
-3.886319897540735369e-03,9.601990049751243372e-01
4.126494890819065731e-03,9.452736318407960192e-02
-7.745668010810113913e-04,5.074626865671642006e-01
-1.828431491188720059e-04,4.676616915422885379e-01
4.230571593399901076e-04,3.383084577114428004e-01
1.514682704482295250e-03,2.388059701492537268e-01
4.496831635078635259e-03,7.960199004975124226e-02
6.943270401471579589e-04,3.233830845771144546e-01
-1.314966687269381040e-03,6.666666666666666297e-01
9.990051781632036665e-04,3.681592039800994920e-01
1.461734821939675300e-03,2.139303482587064653e-01
-7.388023750132255429e-04,5.074626865671642006e-01
2.121983230795709829e-03,1.940298507462686617e-01
-2.462931068141660518e-03,8.457711442786070011e-01
4.398815690064727946e-03,4.975124378109452988e-02
7.860395484127202792e-05,3.482587064676617161e-01
3.163141351087750408e-03,1.094527363184079616e-01
-5.265292702347768028e-04,5.024875621890547706e-01
-1.647616514051541969e-03,7.313432835820895539e-01
-1.812266016474328723e-04,4.626865671641791078e-01
1.668784670841638729e-03,2.437810945273631846e-01
-4.778576066528650301e-04,5.373134328358208922e-01
1.747974339771030117e-03,2.487562189054726425e-01
1.209166710311571080e-03,2.935323383084577076e-01
-2.333781979411586605e-03,8.706467661691542625e-01
-3.041445383283658543e-03,9.054726368159203842e-01
-2.363255742567904605e-03,7.960199004975124781e-01
-1.703765299047477200e-03,7.064676616915422924e-01
7.281035553172721109e-04,3.681592039800994920e-01
-4.574194588649271864e-03,9.950248756218905699e-01
-2.938575023260447949e-03,9.054726368159203842e-01
-3.784843725482822663e-04,5.124378109452736307e-01
-2.022193343982792157e-03,7.562189054726368154e-01
-1.692181861340458227e-03,6.915422885572138911e-01
-4.697864135161378130e-04,5.323383084577114621e-01
4.430547216294211665e-04,4.527363184079601921e-01
6.298332761758285159e-04,3.532338308457711462e-01
-1.846282289025724666e-03,7.313432835820895539e-01
1.510582337488131088e-03,2.487562189054726425e-01
7.288598092406228801e-03,9.950248756218905283e-03
-1.161544489000521097e-03,6.716417910447761708e-01
-3.098428074742587413e-03,9.054726368159203842e-01
6.602286040398475109e-03,2.487562189054726494e-02
-6.719663453735869041e-05,5.124378109452736307e-01
-6.778393349389233435e-04,5.273631840796020320e-01
-2.581651874802082247e-03,8.208955223880597396e-01
-2.509936759939046524e-03,8.059701492537313383e-01
3.517237160029607068e-03,1.044776119402985037e-01
-3.565201785905802723e-03,9.253731343283582156e-01
-1.976080004512548172e-03,7.213930348258706937e-01
-4.002000154739615567e-03,9.701492537313433084e-01
-1.886030976196995113e-04,4.378109452736318463e-01
-2.709717457521909623e-03,8.905472636815920939e-01
-9.754181551480112233e-04,5.870646766169154152e-01
4.950086701558165103e-03,6.965174129353234045e-02
-1.053653961634593017e-03,5.820895522388059851e-01
-1.042413829604571518e-03,6.716417910447761708e-01
2.440649466916910981e-03,1.592039800995024845e-01
-6.009252411409704564e-04,4.875621890547263693e-01
5.172602602495413038e-03,6.965174129353234045e-02
-9.042407344634906252e-04,5.721393034825870139e-01
-9.742052798749067932e-04,6.218905472636815368e-01
4.160312210346184258e-04,4.029850746268656692e-01
3.311760386044415583e-03,1.144278606965174194e-01
-4.416315945221516159e-04,5.422885572139303223e-01
1.866911195056220052e-03,2.736318407960198762e-01
7.599772465721965631e-03,4.975124378109452641e-03
2.903052253842020036e-04,4.776119402985074536e-01
-4.977489637618681684e-04,5.522388059701492935e-01
1.136194747088259405e-03,3.532338308457711462e-01
1.671736969022896702e-03,2.537313432835821003e-01
-2.444573977528285980e-03,8.159203980099501985e-01
4.797430746194208950e-03,5.970149253731343170e-02
8.415729576447761318e-03,9.950248756218905283e-03
2.287555060759061121e-03,1.940298507462686617e-01
-2.080396011314267213e-03,7.661691542288556755e-01
-4.933207432110231494e-03,1.000000000000000000e+00
-4.472640172696662475e-03,9.850746268656715987e-01
8.344861861856456287e-03,1.492537313432835792e-02
-1.958519863767271829e-04,4.427860696517412764e-01
4.827337177999435625e-04,4.079601990049750992e-01
-3.097299983531476286e-03,9.104477611940298143e-01
9.800816794987010638e-04,2.388059701492537268e-01
-1.526584033089806169e-03,7.014925373134328623e-01
2.670248718068313210e-03,1.442786069651741387e-01
2.766021192390111239e-03,1.293532338308457652e-01
-1.214013065119035062e-03,6.069651741293532465e-01
4.153326879536844984e-04,3.432835820895522305e-01
1.974442923066588307e-03,2.089552238805970075e-01
-8.186642000151955756e-04,5.572139303482587236e-01
1.767210630591931064e-03,2.388059701492537268e-01
2.213600222273015561e-03,2.039800995024875496e-01
3.707629239095844298e-04,4.427860696517412764e-01
-3.518460784599497515e-04,5.522388059701492935e-01
-1.774517119633056694e-03,7.611940298507462455e-01
-3.654904391571012212e-03,9.253731343283582156e-01
7.135624340601998128e-03,3.980099502487562113e-02
8.230593043206502202e-03,9.950248756218905283e-03
-3.239971528663954103e-03,9.253731343283582156e-01
-1.339846735430416658e-03,7.164179104477611526e-01
2.811318824606834355e-03,1.293532338308457652e-01
3.410361033082898174e-03,1.194029850746268634e-01
-4.951822278838946545e-03,9.900497512437811398e-01
3.930059409127606429e-03,6.965174129353234045e-02
-1.512959626621457332e-03,6.616915422885571996e-01
1.592260941788881112e-03,2.338308457711442689e-01
-2.897925628226882822e-03,9.104477611940298143e-01
4.451194334047503531e-04,4.029850746268656692e-01
2.049569309040544240e-03,1.592039800995024845e-01
1.261246672713767225e-03,2.736318407960198762e-01
-5.566027640944160026e-04,5.323383084577114621e-01
-1.684757504456069199e-03,7.363184079601989840e-01
8.575322263123519306e-03,9.950248756218905283e-03
9.122457678221174149e-04,3.084577114427860534e-01
3.819945963648541110e-03,9.452736318407960192e-02
4.050185213486878766e-03,9.452736318407960192e-02
-2.006081287120098366e-03,7.263681592039801238e-01
-9.749636052918120299e-04,5.970149253731342753e-01
-8.348617119697809841e-04,5.621890547263681537e-01
3.453511371100281835e-03,8.457711442786070011e-02
1.614672542737949357e-05,4.825870646766169392e-01
2.982116824234992691e-04,3.731343283582089776e-01
-2.754124730986129421e-03,8.855721393034825528e-01
3.152484568320623737e-04,4.278606965174129306e-01
1.649597043184236611e-03,2.587064676616915304e-01
2.223619658534792265e-03,1.791044776119402882e-01
-3.318886379319874180e-03,9.303482587064676457e-01
1.476091506517729357e-03,2.288557213930348389e-01
-7.144869555752997314e-05,4.179104477611940149e-01
-3.849995270990280716e-03,9.601990049751243372e-01
-1.921866877001354723e-03,7.910447761194029370e-01
7.915244975160717900e-04,3.283582089552238847e-01
1.344792109968073746e-03,2.587064676616915304e-01
1.701140046135085626e-03,2.537313432835821003e-01
4.586103234669680617e-03,4.975124378109452988e-02
-1.429565924649489617e-03,7.114427860696517225e-01
-3.974171894013389661e-03,9.900497512437811398e-01
-5.498253703450917129e-04,5.820895522388059851e-01
-1.698859484577930345e-05,4.577114427860696777e-01
5.932171555451004608e-03,2.487562189054726494e-02
3.623164995500305352e-03,7.960199004975124226e-02
-2.094974509641023275e-04,4.676616915422885379e-01
-1.699715719527539193e-05,4.477611940298507620e-01
-1.302458069873502211e-03,6.019900497512438164e-01
1.140247013344364291e-03,3.482587064676617161e-01
4.497919633875469003e-03,7.462686567164178442e-02
1.205850111856587858e-03,3.532338308457711462e-01
2.621729015323870371e-03,1.940298507462686617e-01
-3.353033752602208040e-04,5.024875621890547706e-01
-1.284930729728683829e-03,6.865671641791044610e-01
2.234053114818168595e-03,2.288557213930348389e-01
3.213033421967104175e-05,4.427860696517412764e-01
-7.231062484007733104e-04,6.169154228855721067e-01
3.545416775781573548e-03,8.457711442786070011e-02
-1.002309559689162910e-03,6.069651741293532465e-01
-2.700253641511052294e-03,8.358208955223880299e-01
-2.249065206515021842e-03,8.258706467661691697e-01
-1.822844685866353842e-03,7.363184079601989840e-01
6.653417471103040270e-05,4.129353233830845848e-01
-1.075568227706380497e-03,6.169154228855721067e-01
3.814316473627066273e-05,3.880597014925373234e-01
9.079490888728170006e-04,3.184079601990049690e-01
7.831081013158769366e-04,3.532338308457711462e-01
8.209692129201862087e-05,4.726368159203980235e-01
5.792947528273639790e-04,3.184079601990049690e-01
1.780467013325015557e-03,2.288557213930348389e-01
-1.448179218964007475e-03,6.666666666666666297e-01
1.636403617371051666e-04,4.029850746268656692e-01
8.628738479510289494e-04,3.432835820895522305e-01
-3.019960051229508835e-03,8.557213930348258613e-01
2.922492933183917785e-04,3.980099502487562391e-01
-2.531096226241258407e-03,8.109452736318407684e-01
5.878446600352527085e-03,1.492537313432835792e-02
5.052513358109189667e-03,4.975124378109452988e-02
-1.793292971384863321e-03,7.761194029850746468e-01
-2.829886238291612344e-03,8.905472636815920939e-01
-1.918252537301601279e-03,7.562189054726368154e-01
-3.754488725114635272e-03,9.502487562189054771e-01
-4.513744809722108897e-04,4.925373134328357994e-01
-9.774614042379337064e-04,5.920398009950248452e-01
1.179949379658484787e-03,3.134328358208955390e-01
-3.383251943968712538e-03,9.253731343283582156e-01
4.990113644191218611e-03,6.467661691542288260e-02
-3.393984217454626418e-04,4.875621890547263693e-01
-6.439404132509984890e-04,5.870646766169154152e-01
-2.190364154998736268e-03,8.009950248756219082e-01
1.433741674981448000e-03,3.184079601990049690e-01
-1.445859529016546574e-03,7.164179104477611526e-01
-2.826615188029624193e-03,8.656716417910447214e-01
3.942670150769433945e-04,4.079601990049750992e-01
-4.339327405340487331e-03,9.950248756218905699e-01
-1.526859873478780827e-03,7.164179104477611526e-01
1.445737353111598011e-03,2.885572139303482775e-01
-1.795755528042342064e-03,7.761194029850746468e-01
8.948874203098533542e-04,2.885572139303482775e-01
3.062691131022976521e-03,1.194029850746268634e-01
2.066687879009876383e-04,4.427860696517412764e-01
-1.341332975427489416e-03,6.467661691542289093e-01
3.491386122006945314e-03,9.452736318407960192e-02
-2.127037058012870574e-04,5.124378109452736307e-01
-1.496949310272999156e-03,7.164179104477611526e-01
-2.654762391026910251e-03,8.905472636815920939e-01
1.372699718135805824e-03,2.537313432835821003e-01
-2.352516223790956928e-03,8.208955223880597396e-01
2.384318285744146948e-04,4.079601990049750992e-01
-3.403246314014118923e-03,9.402985074626866169e-01
1.537671168762466678e-03,2.686567164179104461e-01
4.611399098964241716e-03,8.955223880597014408e-02
3.514862919395955743e-04,4.278606965174129306e-01
-3.035958079675271648e-03,9.253731343283582156e-01
-2.724045432143329393e-03,8.855721393034825528e-01
-2.352242464579656911e-03,7.960199004975124781e-01
-3.467676634305583150e-04,4.378109452736318463e-01
8.254539768892676932e-04,2.736318407960198762e-01
-2.649628345265941931e-03,8.258706467661691697e-01
4.671025277263263220e-03,8.457711442786070011e-02
-2.945255316231465414e-03,8.805970149253731227e-01
5.009172078172197118e-03,4.975124378109452988e-02
-9.461123388538883461e-04,6.318407960199005080e-01
2.119225404715985306e-03,1.990049751243781195e-01
-1.233252080299340747e-03,6.119402985074626766e-01
2.646283707240515426e-03,1.691542288557214002e-01
1.662130029577602031e-03,2.835820895522387919e-01
4.499746615707067576e-04,3.781094527363184077e-01
-1.788928590420013620e-03,6.915422885572138911e-01
1.175942657652528922e-03,3.283582089552238847e-01
-2.086865544408622597e-03,7.810945273631840768e-01
-4.026976397174086841e-03,9.850746268656715987e-01
-1.790568910668755009e-03,7.462686567164179552e-01
-2.909141237927848067e-05,5.273631840796020320e-01
3.602709408741411323e-03,1.044776119402985037e-01
3.027157980709294094e-03,1.293532338308457652e-01
-1.443125240587539437e-03,6.368159203980099381e-01
2.206537707005518101e-03,2.139303482587064653e-01
-8.935668582619182843e-04,5.820895522388059851e-01
-8.535500079014379793e-04,5.572139303482587236e-01
1.699482013045594542e-03,2.189054726368159232e-01
3.492902236187145348e-03,7.462686567164178442e-02
2.003645752912452949e-03,1.641791044776119424e-01
8.036741802146529778e-04,3.084577114427860534e-01
-4.914174897405754194e-04,5.124378109452736307e-01
-1.587308892415650874e-03,7.263681592039801238e-01
1.024939218741138802e-05,4.577114427860696777e-01
9.916238980471892006e-04,3.184079601990049690e-01
2.767798238015206636e-03,1.691542288557214002e-01
-3.197421607722183978e-03,9.203980099502487855e-01
3.428228910198338752e-03,1.094527363184079616e-01
-2.961722313426840003e-03,8.905472636815920939e-01
1.731346412041645522e-04,3.880597014925373234e-01
1.205774360227618303e-03,3.432835820895522305e-01
1.509942375955475313e-03,2.636815920398010160e-01
-3.310198326279545356e-03,9.253731343283582156e-01
-1.557230545230048335e-03,7.412935323383084141e-01
-2.713626583095374301e-03,8.606965174129352913e-01
4.557199704363634751e-03,8.457711442786070011e-02
-3.130454287763706489e-03,9.004975124378109541e-01
4.896505024278630103e-03,5.970149253731343170e-02
1.842204034703476268e-03,2.487562189054726425e-01
4.819250797619023530e-03,6.965174129353234045e-02
8.973523027722141165e-04,2.885572139303482775e-01
-9.267642452703839240e-05,5.124378109452736307e-01
-2.728389783597240381e-04,5.024875621890547706e-01
-3.065061922251421933e-03,9.104477611940298143e-01
-9.945031609410737161e-04,5.721393034825870139e-01
4.276728146968666877e-03,6.965174129353234045e-02
-2.504975399435283023e-03,8.656716417910447214e-01
-4.094916129521619652e-03,9.701492537313433084e-01
-6.961434147425560326e-04,5.671641791044775838e-01
-1.808339649315371389e-03,7.562189054726368154e-01
2.001834088259268896e-03,1.791044776119402882e-01
-1.782771653679571244e-03,6.567164179104477695e-01
9.745398160245777319e-03,9.950248756218905283e-03
-2.798657168188167788e-04,5.422885572139303223e-01
-4.701915787682642289e-03,9.950248756218905699e-01
1.313104767111106241e-03,2.388059701492537268e-01
1.058301325027377615e-03,3.333333333333333148e-01
-2.148199593065891477e-03,8.009950248756219082e-01
1.564909308449102809e-04,4.079601990049750992e-01
-3.191252308622161138e-03,8.905472636815920939e-01
1.438855024124885418e-03,2.885572139303482775e-01
-2.420894857197097849e-03,8.208955223880597396e-01
-1.353033456440888571e-03,6.666666666666666297e-01
7.092343861452299336e-04,4.079601990049750992e-01
1.283745450237239183e-03,2.736318407960198762e-01
6.390847910059171966e-03,1.990049751243781057e-02
2.284980242430734165e-04,3.830845771144278378e-01
-1.147014621428965597e-03,6.467661691542289093e-01
-2.184392552317726555e-03,7.910447761194029370e-01
-2.047250832958091848e-03,7.711442786069652167e-01
-4.245878941973035836e-04,4.875621890547263693e-01
-2.839423297453791406e-04,5.621890547263681537e-01
-2.268610609084786844e-03,8.656716417910447214e-01
2.223102563116530206e-03,1.741293532338308581e-01
-1.708496744915910526e-03,7.562189054726368154e-01
-4.924953455445191253e-04,5.273631840796020320e-01
2.338546764764748431e-03,2.039800995024875496e-01
-8.163691995211053154e-05,4.676616915422885379e-01
-2.489525054310437469e-03,8.208955223880597396e-01
-3.653276389317783313e-03,9.651741293532338783e-01
-1.710292570193283623e-03,6.965174129353234322e-01
-1.566148408873813125e-03,6.716417910447761708e-01
2.777132108596980231e-03,1.343283582089552231e-01
4.519137025601693836e-03,5.472636815920398079e-02
1.899362903043266826e-03,2.139303482587064653e-01
-4.065777375983570252e-03,9.850746268656715987e-01
3.706414327568907652e-04,4.079601990049750992e-01
4.294913933112098903e-03,3.980099502487562113e-02
-1.069733658059845993e-03,5.771144278606965550e-01
2.567310970289504723e-04,4.328358208955223607e-01
-5.332267571880322521e-04,5.572139303482587236e-01
-4.781124178032891692e-03,1.000000000000000000e+00
-2.270448590461215943e-03,8.507462686567164312e-01
5.369589951507158787e-04,3.681592039800994920e-01
-2.068040304789242612e-03,7.661691542288556755e-01
6.112699933624732296e-05,4.626865671641791078e-01
1.880381422949106707e-03,1.791044776119402882e-01
5.923682596957746682e-04,3.980099502487562391e-01
2.373744607314209887e-03,1.343283582089552231e-01
-1.416797875505304560e-03,6.616915422885571996e-01
-3.853127675084166981e-03,9.651741293532338783e-01
2.285579439013307734e-03,2.189054726368159232e-01
-2.440078161825454117e-03,8.358208955223880299e-01
-2.431488104937873374e-03,7.960199004975124781e-01
3.441218867828110817e-03,1.343283582089552231e-01
4.076690012835282317e-04,4.626865671641791078e-01
7.345077440323866114e-04,3.034825870646766233e-01
-7.140433168872917236e-04,5.771144278606965550e-01
1.335562955572022759e-03,2.587064676616915304e-01
-8.735599351066269946e-04,6.069651741293532465e-01
-4.914523976738305322e-03,1.000000000000000000e+00
-2.100644234002135846e-03,7.562189054726368154e-01
-5.100028810844925431e-04,5.273631840796020320e-01
4.196883481024427098e-03,5.970149253731343170e-02
1.166604719573527404e-04,4.179104477611940149e-01
-1.528938192109752237e-03,7.512437810945273853e-01
2.275788126558708768e-03,1.691542288557214002e-01
-2.656269214470485807e-03,8.308457711442785998e-01
6.362599203812990822e-04,4.079601990049750992e-01
-2.269192950994369795e-03,7.562189054726368154e-01
1.278556997816870933e-04,4.029850746268656692e-01
-1.705675089492819652e-03,6.616915422885571996e-01
5.425737038833311487e-04,2.935323383084577076e-01
1.212384901122520731e-03,2.089552238805970075e-01
-3.282103933474056490e-03,9.452736318407960470e-01
-1.076093031935343447e-04,5.024875621890547706e-01
-3.837555999549824293e-03,9.651741293532338783e-01
-1.607474081076309957e-03,7.213930348258706937e-01
1.219704619608297236e-03,3.084577114427860534e-01
8.803268212438375429e-04,3.880597014925373234e-01
-1.157226805887257015e-03,6.417910447761193682e-01
9.313173808851438196e-04,3.184079601990049690e-01
-2.102460242443759952e-03,7.960199004975124781e-01
-2.025285762609740914e-03,7.661691542288556755e-01
7.469395575441239998e-04,3.582089552238805763e-01
1.530895142002330900e-03,2.388059701492537268e-01
-1.246910674990830969e-03,6.766169154228856009e-01
3.335603117284868802e-03,7.960199004975124226e-02
-1.536466363935451440e-03,6.616915422885571996e-01
-2.358758985606224101e-03,8.208955223880597396e-01
8.682909863487964230e-03,4.975124378109452641e-03
-4.453209692540260889e-03,1.000000000000000000e+00
-3.828654069867321041e-03,9.552238805970149071e-01
-4.058864582258125964e-03,9.601990049751243372e-01
1.778427153245498715e-03,2.437810945273631846e-01
-8.127980084160491003e-04,5.820895522388059851e-01
8.381518503286500277e-05,4.626865671641791078e-01
1.017413631849928279e-03,2.985074626865671377e-01
-1.253687827091010121e-03,6.417910447761193682e-01
-2.598722016174059846e-03,8.606965174129352913e-01
-1.666090068204839625e-03,7.412935323383084141e-01
3.550566671776556049e-03,8.955223880597014408e-02
6.059287090222298389e-03,5.970149253731343170e-02
3.491080527578072079e-03,1.592039800995024845e-01
-1.872446000984240300e-03,7.810945273631840768e-01
1.688646284832007183e-04,4.925373134328357994e-01
-1.036461417476708391e-03,5.820895522388059851e-01
2.537610708649440383e-03,1.393034825870646809e-01
7.908008399812205269e-03,9.950248756218905283e-03
-3.759140434417940213e-03,9.452736318407960470e-01
-1.520459846903854384e-03,7.064676616915422924e-01
-3.417899879295971388e-03,9.651741293532338783e-01
1.610106783847431444e-03,2.686567164179104461e-01
2.145013000290685312e-03,2.388059701492537268e-01
-3.084666677056091544e-03,9.004975124378109541e-01
-1.509486075486510259e-03,7.014925373134328623e-01
-5.079261211404784149e-05,5.273631840796020320e-01
-2.666866770022480182e-04,4.577114427860696777e-01
-3.242872477393854425e-03,9.104477611940298143e-01
1.953165658850064546e-03,2.338308457711442689e-01
-5.041329352388768115e-04,5.771144278606965550e-01
-7.065428058623535179e-04,5.373134328358208922e-01
1.626320319505047962e-03,2.388059701492537268e-01
1.387201737317322880e-03,2.587064676616915304e-01
1.814158894849482451e-03,2.388059701492537268e-01
-3.453587261458945790e-03,9.353233830845770758e-01
-1.493671687063491405e-03,6.417910447761193682e-01
-1.500597994043451067e-03,6.517412935323383394e-01
-1.918748348415766358e-03,7.661691542288556755e-01
2.408351618589765764e-03,1.641791044776119424e-01
1.376139921351882123e-04,3.980099502487562391e-01
3.517706203369774798e-03,1.194029850746268634e-01
-4.906421039621022828e-04,5.522388059701492935e-01
-2.582577737548774621e-03,8.258706467661691697e-01
-1.754078175474571566e-03,7.412935323383084141e-01
6.980575727384419338e-04,3.283582089552238847e-01
5.264561558900648919e-03,3.980099502487562113e-02
2.577419010985071424e-04,4.029850746268656692e-01
-4.648584531237176520e-03,9.950248756218905699e-01
-2.156071607763987430e-03,7.810945273631840768e-01
3.017375918292986015e-03,1.393034825870646809e-01
4.552020725506311649e-03,5.472636815920398079e-02
3.052388839205333326e-03,1.343283582089552231e-01
-3.801113055976523825e-03,9.552238805970149071e-01
5.124861170830552481e-03,5.472636815920398079e-02
1.900943151923684127e-03,2.139303482587064653e-01
-1.536631730891802050e-04,4.676616915422885379e-01
-2.167182760316466172e-03,7.661691542288556755e-01
1.573820905321987595e-03,2.338308457711442689e-01
-4.214763740185256680e-03,9.701492537313433084e-01
1.808435113425321816e-03,2.139303482587064653e-01
-1.146479663418853434e-03,6.517412935323383394e-01
1.458358810419113638e-03,2.189054726368159232e-01
-1.160033290033002373e-03,6.318407960199005080e-01
-1.595179238529365051e-04,5.024875621890547706e-01
4.214951972334457508e-03,1.144278606965174194e-01
-3.036968631702219312e-03,8.955223880597015240e-01
