mmd_stat,p_value
-3.323874852694252979e-04,4.875621890547263693e-01
-5.114041927301027357e-04,5.572139303482587236e-01
-1.827523468196368128e-04,4.527363184079601921e-01
-1.991791871347015075e-03,8.258706467661691697e-01
-1.111431032772225436e-03,6.666666666666666297e-01
-1.543434134477772446e-03,7.164179104477611526e-01
-2.097977324796662657e-03,7.810945273631840768e-01
-1.182160032750401157e-03,6.616915422885571996e-01
-3.949442199099095774e-03,9.651741293532338783e-01
2.529841406097688150e-03,1.393034825870646809e-01
-1.304958673928879875e-03,6.766169154228856009e-01
4.383730630320714639e-03,7.462686567164178442e-02
1.158815270962954003e-04,4.577114427860696777e-01
-2.298795550543575317e-03,8.358208955223880299e-01
-1.340745766465589739e-03,6.616915422885571996e-01
-1.595353887637873669e-03,6.417910447761193682e-01
1.576985680196152373e-04,4.328358208955223607e-01
8.959466247637770664e-05,4.179104477611940149e-01
2.333956795689262620e-03,1.840796019900497460e-01
-7.468956277683069800e-04,6.119402985074626766e-01
1.314167645839470211e-03,3.034825870646766233e-01
-1.942883845285514610e-03,8.258706467661691697e-01
-8.532998957597737189e-04,5.671641791044775838e-01
-9.715159906233949982e-04,6.069651741293532465e-01
8.346917758013105981e-04,3.084577114427860534e-01
-1.283130123002518275e-03,6.268656716417910779e-01
6.460557184273518772e-05,4.427860696517412764e-01
4.026478527928256668e-03,4.477611940298507204e-02
4.410925326040260330e-03,9.950248756218905977e-02
2.320578490476732370e-03,2.238805970149253810e-01
-1.301778921828367075e-03,6.417910447761193682e-01
-3.343515378972261587e-03,9.004975124378109541e-01
-1.286346091317280838e-03,7.064676616915422924e-01
1.863510818713276507e-03,2.686567164179104461e-01
-2.914566496590831335e-03,8.805970149253731227e-01
1.529015482937490233e-03,2.587064676616915304e-01
-2.181293402236939016e-03,7.960199004975124781e-01
2.169242741792087870e-03,1.641791044776119424e-01
-1.455118781482189760e-03,6.517412935323383394e-01
-1.118799026565753252e-03,5.721393034825870139e-01
2.680457019894610937e-04,3.631840796019900619e-01
-2.941321249450012942e-04,5.124378109452736307e-01
-4.273506018639849913e-03,9.800995024875621686e-01
4.335612558178603138e-03,8.955223880597014408e-02
-2.160867595742299585e-03,7.661691542288556755e-01
-1.488416590058827538e-03,6.915422885572138911e-01
-2.390430375409646757e-04,4.975124378109452850e-01
7.455633672617256735e-04,3.134328358208955390e-01
-8.892982916639535773e-04,6.169154228855721067e-01
1.680866490043841921e-03,2.238805970149253810e-01
1.064364745869461615e-03,2.537313432835821003e-01
6.228431201142914375e-04,3.482587064676617161e-01
-7.693027240835981218e-04,5.522388059701492935e-01
1.102404467275164279e-03,2.686567164179104461e-01
-2.656844568283966979e-03,8.557213930348258613e-01
-2.782429461714475138e-03,8.457711442786070011e-01
-2.246775073161177971e-03,8.159203980099501985e-01
7.445536365602301032e-04,3.980099502487562391e-01
-2.374068766767267746e-03,8.059701492537313383e-01
1.831993202375814533e-03,1.840796019900497460e-01
-2.537296499923069604e-03,8.756218905472636926e-01
2.735709446295420122e-03,1.691542288557214002e-01
2.132189787132476866e-03,1.442786069651741387e-01
9.689776636199187720e-04,3.034825870646766233e-01
-3.625133661175894417e-03,9.701492537313433084e-01
-3.548421350032304744e-03,9.253731343283582156e-01
2.990289772589305173e-03,1.393034825870646809e-01
5.125631999929103344e-03,5.472636815920398079e-02
7.535429331089193994e-04,3.731343283582089776e-01
7.374528368342403439e-05,4.676616915422885379e-01
1.244080626698673697e-03,2.935323383084577076e-01
-1.371653038933384749e-03,5.970149253731342753e-01
-1.728048684361160880e-03,7.164179104477611526e-01
1.616058380164986374e-04,3.880597014925373234e-01
5.811440666084743967e-03,3.980099502487562113e-02
-2.745336913186458005e-03,8.855721393034825528e-01
3.409235987876790830e-03,1.094527363184079616e-01
2.777822948438757322e-03,1.243781094527363212e-01
-2.669789461605009961e-03,8.706467661691542625e-01
-7.897723103322817906e-04,5.273631840796020320e-01
2.480435145007398035e-03,2.039800995024875496e-01
-2.731201941927219323e-03,8.208955223880597396e-01
-3.925036871936793403e-04,4.875621890547263693e-01
-9.797658363086547695e-05,5.621890547263681537e-01
4.655226394323364048e-03,7.462686567164178442e-02
1.952091429618274532e-03,2.139303482587064653e-01
4.571675101343153358e-03,8.457711442786070011e-02
-5.531640210179045170e-04,5.273631840796020320e-01
6.715809806102202018e-03,3.482587064676617022e-02
-1.007330877125456325e-03,5.671641791044775838e-01
-2.746714187900733961e-03,8.656716417910447214e-01
-2.023378978516454652e-03,7.761194029850746468e-01
1.151689160127755684e-03,3.333333333333333148e-01
2.194981568535370187e-03,1.791044776119402882e-01
2.135863352199285359e-03,1.691542288557214002e-01
-1.415584373007927610e-04,5.273631840796020320e-01
-6.294828231863114354e-04,6.069651741293532465e-01
-1.553088155300752504e-03,7.213930348258706937e-01
3.618784326065105361e-03,9.950248756218905977e-02
1.559520177593087809e-03,2.139303482587064653e-01
-1.741214129945101163e-03,7.761194029850746468e-01
-2.366450645969520039e-03,7.960199004975124781e-01
-1.014811207473931276e-03,5.472636815920397524e-01
-1.394212153995377790e-03,6.417910447761193682e-01
-1.868343485718515495e-03,7.860696517412935069e-01
-2.899042508144766828e-03,8.805970149253731227e-01
1.263707793340174135e-03,3.034825870646766233e-01
1.150880967089706886e-03,3.482587064676617161e-01
1.773076368442261241e-03,2.487562189054726425e-01
-6.308339980809485326e-05,4.228855721393035005e-01
1.878271677573817300e-03,2.089552238805970075e-01
-2.145759823627191309e-03,8.009950248756219082e-01
2.528195757529827503e-03,1.592039800995024845e-01
-1.924842339058985274e-03,7.611940298507462455e-01
-1.587607614542463352e-03,6.915422885572138911e-01
-4.058137702096509258e-03,9.800995024875621686e-01
-8.873826436035514575e-04,5.820895522388059851e-01
2.650825224097541621e-04,4.427860696517412764e-01
1.665445650803398792e-03,2.537313432835821003e-01
4.568749626083778992e-04,3.930348258706467535e-01
-1.449998545123731830e-03,6.268656716417910779e-01
-3.874590332342053856e-03,9.601990049751243372e-01
-3.234948129444914500e-03,9.303482587064676457e-01
-8.364322258671563759e-04,5.970149253731342753e-01
1.625710712938710500e-03,2.288557213930348389e-01
2.377626081446537754e-03,2.338308457711442689e-01
-3.874203619287364120e-04,5.024875621890547706e-01
-1.197998032565150694e-03,6.865671641791044610e-01
2.615320503674967156e-03,1.691542288557214002e-01
-1.555451806663832315e-03,7.064676616915422924e-01
-1.468598679340793467e-03,7.114427860696517225e-01
-3.742281332141716987e-03,9.601990049751243372e-01
-1.071001718369934963e-03,6.716417910447761708e-01
4.025462036483240524e-04,3.582089552238805763e-01
4.868684481951213172e-05,4.776119402985074536e-01
1.725557910914332638e-05,4.527363184079601921e-01
7.897130046308209472e-04,3.631840796019900619e-01
3.769679614940457668e-03,1.144278606965174194e-01
2.500384063850669136e-03,1.542288557213930267e-01
1.730994129122587211e-03,2.388059701492537268e-01
-2.353239647148175351e-04,4.129353233830845848e-01
1.499427276001163989e-03,2.985074626865671377e-01
7.534932255257587030e-04,3.432835820895522305e-01
5.444258389288192390e-03,4.477611940298507204e-02
2.863531610807656946e-03,1.343283582089552231e-01
2.151574196554317808e-03,1.990049751243781195e-01
-1.660289492294575453e-03,7.711442786069652167e-01
2.881081585688560764e-03,1.442786069651741387e-01
-5.089641138884770655e-03,1.000000000000000000e+00
-4.952980273869034278e-04,5.522388059701492935e-01
-1.413199954372945655e-03,6.915422885572138911e-01
-1.850488530069194226e-03,7.263681592039801238e-01
-3.829254921643432397e-04,5.572139303482587236e-01
1.366545752568892880e-03,2.985074626865671377e-01
-2.769267284964183062e-03,8.557213930348258613e-01
8.071058544349973829e-04,2.885572139303482775e-01
2.796672898687679876e-03,1.840796019900497460e-01
-3.245992367769678921e-03,9.154228855721393554e-01
-5.017269697038528875e-05,4.726368159203980235e-01
-8.533218235542427976e-04,5.820895522388059851e-01
3.922523421002743760e-04,3.283582089552238847e-01
2.989855599541790809e-03,1.044776119402985037e-01
4.545307544717713810e-03,1.144278606965174194e-01
7.030298768678111543e-03,1.990049751243781057e-02
-3.101609792372395091e-03,9.402985074626866169e-01
6.700103814982760753e-03,9.950248756218905283e-03
-3.923442385422859502e-05,5.174129353233830608e-01
-1.011432453199345716e-03,6.417910447761193682e-01
3.140310859872652571e-04,3.582089552238805763e-01
-3.163168855638831545e-03,9.253731343283582156e-01
-2.252056821019365884e-03,8.208955223880597396e-01
4.569733502083561660e-03,4.975124378109452988e-02
-1.049595765755251264e-03,5.920398009950248452e-01
-3.494880766544028461e-03,9.452736318407960470e-01
1.465561441686968891e-04,3.930348258706467535e-01
-7.509287287339461159e-04,6.069651741293532465e-01
-1.133315115174005072e-03,6.069651741293532465e-01
1.630561583069400911e-03,2.636815920398010160e-01
2.542661895998721278e-03,1.592039800995024845e-01
-3.119572623655475496e-04,4.875621890547263693e-01
-1.748435520460223103e-03,6.169154228855721067e-01
-2.949032413510632722e-04,5.124378109452736307e-01
5.762324566832566219e-03,2.487562189054726494e-02
-2.512374522481986006e-03,8.606965174129352913e-01
-9.614028105928706935e-04,6.567164179104477695e-01
-3.067868343957336208e-03,9.054726368159203842e-01
4.748175883880989545e-03,5.472636815920398079e-02
6.248655102903066805e-03,5.472636815920398079e-02
-2.155986578047386359e-03,8.159203980099501985e-01
-3.932990230461452796e-03,9.402985074626866169e-01
5.975442679968523407e-04,3.283582089552238847e-01
6.913075477519292633e-04,3.084577114427860534e-01
3.148370104766318178e-03,1.094527363184079616e-01
-5.012236193673302864e-04,5.323383084577114621e-01
-3.140615442372318711e-03,8.706467661691542625e-01
-2.580095669847182194e-03,8.656716417910447214e-01
-3.026972890785017967e-04,4.825870646766169392e-01
-2.703860687867543078e-03,8.606965174129352913e-01
4.376706651421313765e-03,5.472636815920398079e-02
7.554380580707675819e-04,3.482587064676617161e-01
-8.747408263012346197e-04,6.318407960199005080e-01
2.426264242973541485e-03,1.791044776119402882e-01
-2.785340831422900010e-03,8.407960199004974600e-01
-1.691791338269688083e-04,4.328358208955223607e-01
-3.259362591282899402e-03,9.104477611940298143e-01
-3.116380280812069969e-04,4.477611940298507620e-01
2.071905115290650912e-03,2.238805970149253810e-01
-4.070409339457681241e-03,9.850746268656715987e-01
-3.760062241270789585e-03,9.601990049751243372e-01
7.829608542597732423e-04,3.631840796019900619e-01
-1.659188640343645105e-03,7.512437810945273853e-01
-8.034212765393178302e-04,5.671641791044775838e-01
1.745766430067963171e-03,2.189054726368159232e-01
1.271019291068542501e-03,2.835820895522387919e-01
1.141909274531061058e-03,2.736318407960198762e-01
-7.071709362629352569e-04,5.323383084577114621e-01
-8.709460533222745937e-04,6.019900497512438164e-01
-2.137240887324587391e-03,7.412935323383084141e-01
4.296157981433790241e-04,3.781094527363184077e-01
1.424044784454681079e-03,2.636815920398010160e-01
2.578042244678613315e-04,4.477611940298507620e-01
-1.181542959967751827e-03,5.970149253731342753e-01
2.656624187155731676e-03,1.691542288557214002e-01
-3.114773606835097297e-03,9.452736318407960470e-01
6.317173939233811097e-03,2.487562189054726494e-02
-2.570124907263604541e-03,8.358208955223880299e-01
5.187309065856959833e-03,4.477611940298507204e-02
1.316543455170071653e-03,2.487562189054726425e-01
-2.247407643128696009e-03,7.860696517412935069e-01
-4.049298535586443037e-03,9.502487562189054771e-01
-1.487842397172034481e-04,4.776119402985074536e-01
-2.510332951605187546e-03,8.606965174129352913e-01
-1.571027553433745894e-03,7.014925373134328623e-01
-1.695286203978518813e-03,6.815920398009950310e-01
9.319813451613701005e-04,3.432835820895522305e-01
-2.357806858160671482e-03,7.960199004975124781e-01
-3.350264135819402966e-03,9.203980099502487855e-01
-1.641522444007392778e-03,7.014925373134328623e-01
5.388589454122350020e-03,4.975124378109452988e-02
-6.306650711036532186e-04,5.074626865671642006e-01
-3.462333511780490980e-03,9.303482587064676457e-01
-2.345033571908849979e-03,7.960199004975124781e-01
4.521215409514445227e-03,7.960199004975124226e-02
-2.714880014811127396e-03,8.756218905472636926e-01
-5.028126913035890766e-04,5.920398009950248452e-01
-1.679995286449909031e-04,4.427860696517412764e-01
3.769437680891662978e-04,4.328358208955223607e-01
-3.283359372825422895e-04,5.373134328358208922e-01
-3.308550753654548870e-03,9.104477611940298143e-01
-1.692222015476918529e-03,6.865671641791044610e-01
6.917472098889820842e-03,1.492537313432835792e-02
-3.562734357551500253e-03,9.502487562189054771e-01
-2.970558311359283721e-03,8.407960199004974600e-01
-2.654431671340828913e-03,8.457711442786070011e-01
2.518318386232731854e-03,1.940298507462686617e-01
-1.636149110192608447e-03,7.014925373134328623e-01
-3.546348478883798450e-03,9.154228855721393554e-01
-3.026296141150908170e-04,5.223880597014924909e-01
-1.544915233559818191e-03,6.666666666666666297e-01
-2.438062580101263421e-03,7.562189054726368154e-01
5.461192096556377606e-03,5.472636815920398079e-02
-6.037237849241261500e-04,5.024875621890547706e-01
1.904873575299559363e-03,1.890547263681592038e-01
5.530366227637806276e-03,3.482587064676617022e-02
7.305174685330317885e-04,3.283582089552238847e-01
7.468053046126854611e-04,3.482587064676617161e-01
-6.267090141569564565e-04,5.323383084577114621e-01
-1.812952302838732876e-03,7.562189054726368154e-01
4.824886164558339630e-04,3.631840796019900619e-01
-3.559237041775409338e-03,9.751243781094527385e-01
1.905292130515379156e-03,1.741293532338308581e-01
-3.287446870704480162e-03,9.253731343283582156e-01
7.076233038509904816e-04,3.532338308457711462e-01
9.921372751544588198e-04,2.935323383084577076e-01
4.428969832504847659e-03,4.975124378109452988e-02
-2.827476333344458581e-03,9.203980099502487855e-01
1.554203481062277348e-04,5.124378109452736307e-01
1.991826179858158241e-03,2.537313432835821003e-01
-9.516589585767398773e-05,5.024875621890547706e-01
-4.388523440177483081e-04,5.422885572139303223e-01
-2.541380001307658176e-03,8.407960199004974600e-01
-3.701684352505951736e-03,9.502487562189054771e-01
4.791103597987955709e-03,6.467661691542288260e-02
-1.067439997145758213e-03,6.268656716417910779e-01
7.255770050287324580e-04,3.631840796019900619e-01
9.425226697807875809e-04,2.835820895522387919e-01
-9.814256935003484728e-05,4.577114427860696777e-01
2.744639449371533146e-03,1.592039800995024845e-01
-1.070616270957502891e-03,5.621890547263681537e-01
-3.583850663632537348e-03,9.601990049751243372e-01
2.029793863306927904e-03,1.641791044776119424e-01
-2.240106413055942269e-03,8.358208955223880299e-01
-3.062632124386732713e-03,9.154228855721393554e-01
-3.490043012945864831e-03,9.601990049751243372e-01
-4.702738369184444878e-03,9.900497512437811398e-01
9.884990652655467613e-04,3.034825870646766233e-01
-2.836528954858863472e-03,8.756218905472636926e-01
-2.363013985525519445e-03,8.507462686567164312e-01
-2.921234077754464309e-03,8.606965174129352913e-01
-7.459196639647558413e-04,5.771144278606965550e-01
-1.094739353201035215e-03,6.467661691542289093e-01
-4.584824207796156514e-04,5.273631840796020320e-01
-1.736720596713370313e-03,6.965174129353234322e-01
-1.961799590898483103e-03,7.512437810945273853e-01
-3.707644083154049142e-03,9.651741293532338783e-01
1.094352288737443502e-04,4.378109452736318463e-01
3.069893693337100160e-04,4.278606965174129306e-01
2.903889506111312357e-03,1.492537313432835688e-01
-1.325538292259231810e-03,6.865671641791044610e-01
-1.372677430948598953e-03,6.517412935323383394e-01
-2.877122518278873997e-04,4.825870646766169392e-01
2.648654530391869599e-03,1.691542288557214002e-01
-2.454144847371164673e-03,8.457711442786070011e-01
1.867234877698242812e-03,2.338308457711442689e-01
-2.525919757623951156e-03,8.308457711442785998e-01
1.336068106764010111e-03,2.736318407960198762e-01
3.068406855586847115e-03,1.492537313432835688e-01
-4.257746689008801155e-03,9.751243781094527385e-01
6.250126643228659518e-03,2.985074626865671585e-02
-3.364379557944552346e-03,9.054726368159203842e-01
-7.679794830264263794e-04,6.019900497512438164e-01
-5.536853308190092804e-04,5.323383084577114621e-01
4.420763566677310408e-03,4.477611940298507204e-02
-2.605111744921062567e-03,8.656716417910447214e-01
1.020708558404415101e-03,2.786069651741293618e-01
4.175731905747825934e-03,6.965174129353234045e-02
3.017762019617009628e-04,4.029850746268656692e-01
-1.779156146206606337e-04,4.328358208955223607e-01
-3.095906435577111537e-03,9.303482587064676457e-01
3.921537669363761580e-03,6.965174129353234045e-02
-1.842056259337976343e-03,7.313432835820895539e-01
-8.852591930390563135e-04,6.467661691542289093e-01
7.772144203728403866e-03,9.950248756218905283e-03
5.576585298915803790e-03,1.990049751243781057e-02
1.290257986160225911e-03,3.134328358208955390e-01
1.222526338963136894e-03,2.437810945273631846e-01
-3.332990659282275558e-03,9.054726368159203842e-01
3.702609710739324100e-03,7.960199004975124226e-02
2.532881113806118023e-03,2.039800995024875496e-01
3.164759005690020999e-03,9.452736318407960192e-02
1.546685381154988548e-03,3.084577114427860534e-01
1.130403479868924421e-03,2.885572139303482775e-01
-7.034631134512636663e-04,6.019900497512438164e-01
-1.436421600474524496e-03,6.268656716417910779e-01
-2.277369555129249434e-03,7.810945273631840768e-01
4.967472547938722727e-04,3.283582089552238847e-01
-1.614675534456821993e-03,7.014925373134328623e-01
2.402160786238116685e-03,1.990049751243781195e-01
-1.391389192261005547e-03,6.766169154228856009e-01
-4.379323156607606293e-03,9.651741293532338783e-01
-3.025359562462970331e-03,9.154228855721393554e-01
-9.401834655349272651e-04,6.268656716417910779e-01
2.849115903940768746e-03,1.542288557213930267e-01
-9.958679596357988828e-04,6.268656716417910779e-01
7.962912757357720750e-04,3.233830845771144546e-01
-4.336219668115370851e-03,9.800995024875621686e-01
1.306236282181405528e-04,4.278606965174129306e-01
1.348511397702534254e-03,2.587064676616915304e-01
-2.426743554325927477e-03,8.407960199004974600e-01
-1.246764184888116134e-03,6.616915422885571996e-01
-2.649344473213854911e-03,8.905472636815920939e-01
-2.646750973580136446e-03,9.004975124378109541e-01
-1.319495921580093878e-03,6.815920398009950310e-01
2.074149705958650003e-03,1.542288557213930267e-01
-2.974740399340536356e-03,8.805970149253731227e-01
-1.429634406057367357e-03,6.567164179104477695e-01
-4.117355941637201866e-03,9.950248756218905699e-01
2.045217083654238266e-03,2.039800995024875496e-01
2.007386788965170865e-03,1.890547263681592038e-01
-2.149601446448379249e-03,7.860696517412935069e-01
3.427543214391537418e-04,3.930348258706467535e-01
-6.271217037199239286e-04,5.323383084577114621e-01
8.188901428018979800e-04,3.333333333333333148e-01
5.612005027275657199e-04,4.179104477611940149e-01
-2.418121310799659085e-03,8.407960199004974600e-01
-1.617497448682447825e-03,6.815920398009950310e-01
-3.366292509592749838e-03,9.402985074626866169e-01
-2.356839560806456291e-03,8.308457711442785998e-01
-2.534422106435618716e-03,8.407960199004974600e-01
-1.738041465751960502e-03,7.164179104477611526e-01
-2.091083148125338909e-03,7.462686567164179552e-01
-3.961049391756787941e-03,9.850746268656715987e-01
-2.165703244432215513e-04,4.925373134328357994e-01
-4.281251666687690971e-03,9.900497512437811398e-01
-2.907564133510120996e-03,8.805970149253731227e-01
-2.075733569761428754e-03,7.412935323383084141e-01
-1.618780985813472739e-03,7.014925373134328623e-01
-1.949263036562509654e-04,4.626865671641791078e-01
-1.702209003171528678e-03,7.263681592039801238e-01
1.501926183209212340e-03,2.786069651741293618e-01
-5.626913950877998616e-04,5.223880597014924909e-01
-2.040185682545825330e-04,4.726368159203980235e-01
6.194017335401813540e-03,3.482587064676617022e-02
-2.738990624421067110e-03,8.905472636815920939e-01
1.140694449537793531e-03,3.134328358208955390e-01
6.685665868630952247e-03,2.487562189054726494e-02
2.684901600632505492e-03,1.094527363184079616e-01
-1.932219692589276505e-03,7.910447761194029370e-01
-8.168321306374348723e-04,5.820895522388059851e-01
-1.989993170853354698e-03,7.064676616915422924e-01
-5.785129336577377046e-04,5.870646766169154152e-01
2.556779221141169955e-04,4.577114427860696777e-01
-2.959130366278595048e-03,8.905472636815920939e-01
1.953600194099402998e-03,1.890547263681592038e-01
2.708150817699372936e-03,1.641791044776119424e-01
-1.542147794651116399e-03,6.965174129353234322e-01
-2.493959960216063365e-03,8.358208955223880299e-01
1.169678889751724071e-03,2.786069651741293618e-01
-3.664345256060963507e-03,9.552238805970149071e-01
-3.884938045760399916e-03,9.751243781094527385e-01
-1.860854865920025247e-03,7.661691542288556755e-01
-2.157483398135706665e-03,7.860696517412935069e-01
5.840176114839668031e-04,2.985074626865671377e-01
3.503826295971901317e-04,3.333333333333333148e-01
-5.987776555855806038e-04,5.124378109452736307e-01
1.817692394950443102e-03,2.089552238805970075e-01
-1.037651886616197672e-03,5.671641791044775838e-01
1.744112179398626949e-03,2.039800995024875496e-01
1.546296244254730112e-04,4.378109452736318463e-01
-3.835266359957234528e-04,5.472636815920397524e-01
1.088507892104573216e-03,2.786069651741293618e-01
-8.287289391302188335e-04,6.019900497512438164e-01
1.699189831033232068e-03,2.288557213930348389e-01
4.091419350477298877e-03,7.960199004975124226e-02
-5.380846664095884080e-04,4.776119402985074536e-01
3.958411203406342338e-04,3.631840796019900619e-01
-1.904897101264735326e-03,7.263681592039801238e-01
1.889103024053984115e-03,2.139303482587064653e-01
3.924733964159710098e-03,8.955223880597014408e-02
3.966165243949770769e-03,9.950248756218905977e-02
3.093524905633415756e-03,9.452736318407960192e-02
-3.843682204720533235e-04,4.676616915422885379e-01
-1.912497470596408178e-03,7.412935323383084141e-01
1.408045760980192185e-03,2.835820895522387919e-01
5.624303653300355421e-03,4.975124378109452988e-02
5.262410893691615854e-04,3.631840796019900619e-01
